vessel,form_code,year,month,status,dept,pic,ket,submitted_at,updated_at
Mavendra,096 B,2026,10,S,Engine,CO,BLN,,
Mavendra,096 B,2026,11,S,Engine,CO,BLN,,
Mavendra,096 B,2026,12,S,Engine,CO,BLN,,
Prakarsa,009,2026,1,C,Deck,Master,BLN,,
Prakarsa,009,2026,2,C,Deck,Master,BLN,,
Prakarsa,009,2026,3,C,Deck,Master,BLN,,
Prakarsa,009,2026,4,C,Deck,Master,BLN,,
Prakarsa,009,2026,5,C,Deck,Master,BLN,,
Prakarsa,009,2026,6,C,Deck,Master,BLN,,
Prakarsa,009,2026,7,S,Deck,Master,BLN,,
Prakarsa,009,2026,8,S,Deck,Master,BLN,,
Prakarsa,009,2026,9,S,Deck,Master,BLN,,
Prakarsa,009,2026,10,S,Deck,Master,BLN,,
Prakarsa,009,2026,11,S,Deck,Master,BLN,,
Prakarsa,009,2026,12,S,Deck,Master,BLN,,
Prakarsa,018,2026,1,C,Deck,CO,BLN,,
Prakarsa,018,2026,2,C,Deck,CO,BLN,,
Prakarsa,018,2026,3,C,Deck,CO,BLN,,
Prakarsa,018,2026,4,C,Deck,CO,BLN,,
Prakarsa,018,2026,5,C,Deck,CO,BLN,,
Prakarsa,018,2026,6,C,Deck,CO,BLN,,
Prakarsa,018,2026,7,S,Deck,CO,BLN,,
Prakarsa,018,2026,8,S,Deck,CO,BLN,,
Prakarsa,018,2026,9,S,Deck,CO,BLN,,
Prakarsa,018,2026,10,S,Deck,CO,BLN,,
Prakarsa,018,2026,11,S,Deck,CO,BLN,,
Prakarsa,018,2026,12,S,Deck,CO,BLN,,
Prakarsa,022,2026,1,C,Deck,Master,BLN,,
Prakarsa,022,2026,2,C,Deck,Master,BLN,,
Prakarsa,022,2026,3,C,Deck,Master,BLN,,
Prakarsa,022,2026,4,C,Deck,Master,BLN,,
Prakarsa,022,2026,5,C,Deck,Master,BLN,,
Prakarsa,022,2026,6,C,Deck,Master,BLN,,
Prakarsa,022,2026,7,S,Deck,Master,BLN,,
Prakarsa,022,2026,8,S,Deck,Master,BLN,,
Prakarsa,022,2026,9,S,Deck,Master,BLN,,
Prakarsa,022,2026,10,S,Deck,Master,BLN,,
Prakarsa,022,2026,11,S,Deck,Master,BLN,,
Prakarsa,022,2026,12,S,Deck,Master,BLN,,
Prakarsa,023,2026,1,C,Deck,Master,BLN,,
Prakarsa,023,2026,2,C,Deck,Master,BLN,,
Prakarsa,023,2026,3,C,Deck,Master,BLN,,
Prakarsa,023,2026,4,C,Deck,Master,BLN,,
Prakarsa,023,2026,5,C,Deck,Master,BLN,,
Prakarsa,023,2026,6,C,Deck,Master,BLN,,
Prakarsa,023,2026,7,S,Deck,Master,BLN,,
Prakarsa,023,2026,8,S,Deck,Master,BLN,,
Prakarsa,023,2026,9,S,Deck,Master,BLN,,
Prakarsa,023,2026,10,S,Deck,Master,BLN,,
Prakarsa,023,2026,11,S,Deck,Master,BLN,,
Prakarsa,023,2026,12,S,Deck,Master,BLN,,
Prakarsa,024,2026,1,C,Deck,Master,BLN,,
Prakarsa,024,2026,2,C,Deck,Master,BLN,,
Prakarsa,024,2026,3,C,Deck,Master,BLN,,
Prakarsa,024,2026,4,C,Deck,Master,BLN,,
Prakarsa,024,2026,5,C,Deck,Master,BLN,,
Prakarsa,024,2026,6,C,Deck,Master,BLN,,
Prakarsa,024,2026,7,S,Deck,Master,BLN,,
Prakarsa,024,2026,8,S,Deck,Master,BLN,,
Prakarsa,024,2026,9,S,Deck,Master,BLN,,
Prakarsa,024,2026,10,S,Deck,Master,BLN,,
Prakarsa,024,2026,11,S,Deck,Master,BLN,,
Prakarsa,024,2026,12,S,Deck,Master,BLN,,
Prakarsa,025,2026,1,C,Deck,Master,2 BLN,,
Prakarsa,025,2026,3,C,Deck,Master,2 BLN,,
Prakarsa,025,2026,5,C,Deck,Master,2 BLN,,
Prakarsa,025,2026,7,S,Deck,Master,2 BLN,,
Prakarsa,025,2026,9,S,Deck,Master,2 BLN,,
Prakarsa,025,2026,11,S,Deck,Master,2 BLN,,
Prakarsa,026,2026,3,C,Deck,Master,TRW,,
Prakarsa,026,2026,6,C,Deck,Master,TRW,,
Prakarsa,026,2026,9,S,Deck,Master,TRW,,
Prakarsa,026,2026,12,S,Deck,Master,TRW,,
Prakarsa,027,2026,3,C,Deck,Master,TRW,,
Prakarsa,027,2026,6,C,Deck,Master,TRW,,
Prakarsa,027,2026,9,S,Deck,Master,TRW,,
Prakarsa,027,2026,12,S,Deck,Master,TRW,,
Prakarsa,028,2026,3,C,Deck,Master,TRW,,
Prakarsa,028,2026,6,C,Deck,Master,TRW,,
Prakarsa,028,2026,9,S,Deck,Master,TRW,,
Prakarsa,028,2026,12,S,Deck,Master,TRW,,
Prakarsa,038,2026,3,C,Deck,CO,TRW,,
Prakarsa,038,2026,6,C,Deck,CO,TRW,,
Prakarsa,038,2026,9,S,Deck,CO,TRW,,
Prakarsa,038,2026,12,S,Deck,CO,TRW,,
Prakarsa,040 A,2026,1,C,Engine,CE,BLN,,
Prakarsa,040 A,2026,2,C,Engine,CE,BLN,,
Prakarsa,040 A,2026,3,C,Engine,CE,BLN,,
Prakarsa,040 A,2026,4,C,Engine,CE,BLN,,
Prakarsa,040 A,2026,5,S,Engine,CE,BLN,,
Prakarsa,040 A,2026,6,C,Engine,CE,BLN,,
Prakarsa,040 A,2026,7,S,Engine,CE,BLN,,
Prakarsa,040 A,2026,8,S,Engine,CE,BLN,,
Prakarsa,040 A,2026,9,S,Engine,CE,BLN,,
Prakarsa,040 A,2026,10,S,Engine,CE,BLN,,
Prakarsa,040 A,2026,11,S,Engine,CE,BLN,,
Prakarsa,040 A,2026,12,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,1,C,Engine,CE,BLN,,
Prakarsa,040 C,2026,2,C,Engine,CE,BLN,,
Prakarsa,040 C,2026,3,C,Engine,CE,BLN,,
Prakarsa,040 C,2026,4,C,Engine,CE,BLN,,
Prakarsa,040 C,2026,5,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,6,C,Engine,CE,BLN,,
Prakarsa,040 C,2026,7,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,8,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,9,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,10,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,11,S,Engine,CE,BLN,,
Prakarsa,040 C,2026,12,S,Engine,CE,BLN,,
Prakarsa,041,2026,1,C,Engine,2E,BLN,,
Prakarsa,041,2026,2,C,Engine,2E,BLN,,
Prakarsa,041,2026,3,C,Engine,2E,BLN,,
Prakarsa,041,2026,4,C,Engine,2E,BLN,,
Prakarsa,041,2026,5,C,Engine,2E,BLN,,
Prakarsa,041,2026,6,C,Engine,2E,BLN,,
Prakarsa,041,2026,7,S,Engine,2E,BLN,,
Prakarsa,041,2026,8,S,Engine,2E,BLN,,
Prakarsa,041,2026,9,S,Engine,2E,BLN,,
Prakarsa,041,2026,10,S,Engine,2E,BLN,,
Prakarsa,041,2026,11,S,Engine,2E,BLN,,
Prakarsa,041,2026,12,S,Engine,2E,BLN,,
Prakarsa,042,2026,1,C,Engine,2E,BLN,,
Prakarsa,042,2026,2,C,Engine,2E,BLN,,
Prakarsa,042,2026,3,C,Engine,2E,BLN,,
Prakarsa,042,2026,4,C,Engine,2E,BLN,,
Prakarsa,042,2026,5,C,Engine,2E,BLN,,
Prakarsa,042,2026,6,C,Engine,2E,BLN,,
Prakarsa,042,2026,7,S,Engine,2E,BLN,,
Prakarsa,042,2026,8,S,Engine,2E,BLN,,
Prakarsa,042,2026,9,S,Engine,2E,BLN,,
Prakarsa,042,2026,10,S,Engine,2E,BLN,,
Prakarsa,042,2026,11,S,Engine,2E,BLN,,
Prakarsa,042,2026,12,S,Engine,2E,BLN,,
Prakarsa,043,2026,1,C,Engine,2E,BLN,,
Prakarsa,043,2026,2,C,Engine,2E,BLN,,
Prakarsa,043,2026,3,C,Engine,2E,BLN,,
Prakarsa,043,2026,4,C,Engine,2E,BLN,,
Prakarsa,043,2026,5,C,Engine,2E,BLN,,
Prakarsa,043,2026,6,C,Engine,2E,BLN,,
Prakarsa,043,2026,7,S,Engine,2E,BLN,,
Prakarsa,043,2026,8,S,Engine,2E,BLN,,
Prakarsa,043,2026,9,S,Engine,2E,BLN,,
Prakarsa,043,2026,10,S,Engine,2E,BLN,,
Prakarsa,043,2026,11,S,Engine,2E,BLN,,
Prakarsa,043,2026,12,S,Engine,2E,BLN,,
Prakarsa,044,2026,1,C,Engine,2E,BLN,,
Prakarsa,044,2026,2,C,Engine,2E,BLN,,
Prakarsa,044,2026,3,C,Engine,2E,BLN,,
Prakarsa,044,2026,4,C,Engine,2E,BLN,,
Prakarsa,044,2026,5,C,Engine,2E,BLN,,
Prakarsa,044,2026,6,C,Engine,2E,BLN,,
Prakarsa,044,2026,7,S,Engine,2E,BLN,,
Prakarsa,044,2026,8,S,Engine,2E,BLN,,
Prakarsa,044,2026,9,S,Engine,2E,BLN,,
Prakarsa,044,2026,10,S,Engine,2E,BLN,,
Prakarsa,044,2026,11,S,Engine,2E,BLN,,
Prakarsa,044,2026,12,S,Engine,2E,BLN,,
Prakarsa,045,2026,1,C,Engine,2E,BLN,,
Prakarsa,045,2026,2,C,Engine,2E,BLN,,
Prakarsa,045,2026,3,C,Engine,2E,BLN,,
Prakarsa,045,2026,4,C,Engine,2E,BLN,,
Prakarsa,045,2026,5,S,Engine,2E,BLN,,
Prakarsa,045,2026,6,C,Engine,2E,BLN,,
Prakarsa,045,2026,7,S,Engine,2E,BLN,,
Prakarsa,045,2026,8,S,Engine,2E,BLN,,
Prakarsa,045,2026,9,S,Engine,2E,BLN,,
Prakarsa,045,2026,10,S,Engine,2E,BLN,,
Prakarsa,045,2026,11,S,Engine,2E,BLN,,
Prakarsa,045,2026,12,S,Engine,2E,BLN,,
Prakarsa,046,2026,1,C,Engine,2E,Voy,,
Prakarsa,046,2026,2,C,Engine,2E,Voy,,
Prakarsa,046,2026,3,C,Engine,2E,Voy,,
Prakarsa,046,2026,4,C,Engine,2E,Voy,,
Prakarsa,046,2026,5,C,Engine,2E,Voy,,
Prakarsa,046,2026,6,C,Engine,2E,Voy,,
Prakarsa,046,2026,7,S,Engine,2E,Voy,,
Prakarsa,046,2026,8,S,Engine,2E,Voy,,
Prakarsa,046,2026,9,S,Engine,2E,Voy,,
Prakarsa,046,2026,10,S,Engine,2E,Voy,,
Prakarsa,046,2026,11,S,Engine,2E,Voy,,
Prakarsa,046,2026,12,S,Engine,2E,Voy,,
Prakarsa,048,2026,6,S,Engine,2E,SMT,,
Prakarsa,048,2026,12,S,Engine,2E,SMT,,
Prakarsa,059 A,2026,1,C,Deck,CO,BLN,,
Prakarsa,059 A,2026,2,C,Deck,CO,BLN,,
Prakarsa,059 A,2026,3,C,Deck,CO,BLN,,
Prakarsa,059 A,2026,4,C,Deck,CO,BLN,,
Prakarsa,059 A,2026,5,C,Deck,CO,BLN,,
Prakarsa,059 A,2026,6,C,Deck,CO,BLN,,
Prakarsa,059 A,2026,7,S,Deck,CO,BLN,,
Prakarsa,059 A,2026,8,S,Deck,CO,BLN,,
Prakarsa,059 A,2026,9,S,Deck,CO,BLN,,
Prakarsa,059 A,2026,10,S,Deck,CO,BLN,,
Prakarsa,059 A,2026,11,S,Deck,CO,BLN,,
Prakarsa,059 A,2026,12,S,Deck,CO,BLN,,
Prakarsa,059 B,2026,3,C,Engine,CE,TRW,,
Prakarsa,059 B,2026,6,C,Engine,CE,TRW,,
Prakarsa,059 B,2026,9,S,Engine,CE,TRW,,
Prakarsa,059 B,2026,12,S,Engine,CE,TRW,,
Prakarsa,059 C,2026,1,C,Deck,CO,BLN,,
Prakarsa,059 C,2026,2,C,Deck,CO,BLN,,
Prakarsa,059 C,2026,3,C,Deck,CO,BLN,,
Prakarsa,059 C,2026,4,C,Deck,CO,BLN,,
Prakarsa,059 C,2026,5,C,Deck,CO,BLN,,
Prakarsa,059 C,2026,6,C,Deck,CO,BLN,,
Prakarsa,059 C,2026,7,S,Deck,CO,BLN,,
Prakarsa,059 C,2026,8,S,Deck,CO,BLN,,
Prakarsa,059 C,2026,9,S,Deck,CO,BLN,,
Prakarsa,059 C,2026,10,S,Deck,CO,BLN,,
Prakarsa,059 C,2026,11,S,Deck,CO,BLN,,
Prakarsa,059 C,2026,12,S,Deck,CO,BLN,,
Prakarsa,059 D,2026,1,C,Engine,2E,BLN,,
Prakarsa,059 D,2026,2,C,Engine,2E,BLN,,
Prakarsa,059 D,2026,3,C,Engine,2E,BLN,,
